"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"19 years"	"19"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	338	Not Applicable	Not Applicable
	"19 years"	"19"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	309	Not Applicable	Not Applicable
	"19 years"	"19"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	297	Not Applicable	Not Applicable
	"19 years"	"19"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	284	Not Applicable	Not Applicable
	"19 years"	"19"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	298	Not Applicable	Not Applicable
	"19 years"	"19"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	286	Not Applicable	Not Applicable
	"19 years"	"19"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	237	Not Applicable	Not Applicable
	"19 years"	"19"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	91	Not Applicable	Not Applicable
	"19 years"	"19"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"20 years"	"20"	"2018"	"2018"	"Jan., 2018"	"2018/01"	288	Not Applicable	Not Applicable
	"20 years"	"20"	"2018"	"2018"	"Feb., 2018"	"2018/02"	250	Not Applicable	Not Applicable
	"20 years"	"20"	"2018"	"2018"	"Mar., 2018"	"2018/03"	274	Not Applicable	Not Applicable
	"20 years"	"20"	"2018"	"2018"	"Apr., 2018"	"2018/04"	270	Not Applicable	Not Applicable
	"20 years"	"20"	"2018"	"2018"	"May, 2018"	"2018/05"	267	Not Applicable	Not Applicable
	"20 years"	"20"	"2018"	"2018"	"Jun., 2018"	"2018/06"	264	Not Applicable	Not Applicable
	"20 years"	"20"	"2018"	"2018"	"Jul., 2018"	"2018/07"	293	Not Applicable	Not Applicable
	"20 years"	"20"	"2018"	"2018"	"Aug., 2018"	"2018/08"	287	Not Applicable	Not Applicable
	"20 years"	"20"	"2018"	"2018"	"Sep., 2018"	"2018/09"	296	Not Applicable	Not Applicable
	"20 years"	"20"	"2018"	"2018"	"Oct., 2018"	"2018/10"	273	Not Applicable	Not Applicable
	"20 years"	"20"	"2018"	"2018"	"Nov., 2018"	"2018/11"	266	Not Applicable	Not Applicable
	"20 years"	"20"	"2018"	"2018"	"Dec., 2018"	"2018/12"	245	Not Applicable	Not Applicable
	"20 years"	"20"	"2019"	"2019"	"Jan., 2019"	"2019/01"	276	Not Applicable	Not Applicable
	"20 years"	"20"	"2019"	"2019"	"Feb., 2019"	"2019/02"	226	Not Applicable	Not Applicable
	"20 years"	"20"	"2019"	"2019"	"Mar., 2019"	"2019/03"	271	Not Applicable	Not Applicable
	"20 years"	"20"	"2019"	"2019"	"Apr., 2019"	"2019/04"	246	Not Applicable	Not Applicable
	"20 years"	"20"	"2019"	"2019"	"May, 2019"	"2019/05"	305	Not Applicable	Not Applicable
	"20 years"	"20"	"2019"	"2019"	"Jun., 2019"	"2019/06"	279	Not Applicable	Not Applicable
	"20 years"	"20"	"2019"	"2019"	"Jul., 2019"	"2019/07"	294	Not Applicable	Not Applicable
	"20 years"	"20"	"2019"	"2019"	"Aug., 2019"	"2019/08"	274	Not Applicable	Not Applicable
	"20 years"	"20"	"2019"	"2019"	"Sep., 2019"	"2019/09"	289	Not Applicable	Not Applicable
	"20 years"	"20"	"2019"	"2019"	"Oct., 2019"	"2019/10"	261	Not Applicable	Not Applicable
	"20 years"	"20"	"2019"	"2019"	"Nov., 2019"	"2019/11"	310	Not Applicable	Not Applicable
	"20 years"	"20"	"2019"	"2019"	"Dec., 2019"	"2019/12"	282	Not Applicable	Not Applicable
	"20 years"	"20"	"2020"	"2020"	"Jan., 2020"	"2020/01"	292	Not Applicable	Not Applicable
	"20 years"	"20"	"2020"	"2020"	"Feb., 2020"	"2020/02"	251	Not Applicable	Not Applicable
	"20 years"	"20"	"2020"	"2020"	"Mar., 2020"	"2020/03"	314	Not Applicable	Not Applicable
	"20 years"	"20"	"2020"	"2020"	"Apr., 2020"	"2020/04"	311	Not Applicable	Not Applicable
	"20 years"	"20"	"2020"	"2020"	"May, 2020"	"2020/05"	321	Not Applicable	Not Applicable
	"20 years"	"20"	"2020"	"2020"	"Jun., 2020"	"2020/06"	357	Not Applicable	Not Applicable
	"20 years"	"20"	"2020"	"2020"	"Jul., 2020"	"2020/07"	393	Not Applicable	Not Applicable
	"20 years"	"20"	"2020"	"2020"	"Aug., 2020"	"2020/08"	352	Not Applicable	Not Applicable
	"20 years"	"20"	"2020"	"2020"	"Sep., 2020"	"2020/09"	358	Not Applicable	Not Applicable
	"20 years"	"20"	"2020"	"2020"	"Oct., 2020"	"2020/10"	351	Not Applicable	Not Applicable
	"20 years"	"20"	"2020"	"2020"	"Nov., 2020"	"2020/11"	339	Not Applicable	Not Applicable
	"20 years"	"20"	"2020"	"2020"	"Dec., 2020"	"2020/12"	344	Not Applicable	Not Applicable
	"20 years"	"20"	"2021"	"2021"	"Jan., 2021"	"2021/01"	326	Not Applicable	Not Applicable
	"20 years"	"20"	"2021"	"2021"	"Feb., 2021"	"2021/02"	319	Not Applicable	Not Applicable
	"20 years"	"20"	"2021"	"2021"	"Mar., 2021"	"2021/03"	335	Not Applicable	Not Applicable
	"20 years"	"20"	"2021"	"2021"	"Apr., 2021"	"2021/04"	342	Not Applicable	Not Applicable
	"20 years"	"20"	"2021"	"2021"	"May, 2021"	"2021/05"	389	Not Applicable	Not Applicable
	"20 years"	"20"	"2021"	"2021"	"Jun., 2021"	"2021/06"	383	Not Applicable	Not Applicable
	"20 years"	"20"	"2021"	"2021"	"Jul., 2021"	"2021/07"	368	Not Applicable	Not Applicable
	"20 years"	"20"	"2021"	"2021"	"Aug., 2021"	"2021/08"	385	Not Applicable	Not Applicable
	"20 years"	"20"	"2021"	"2021"	"Sep., 2021"	"2021/09"	374	Not Applicable	Not Applicable
	"20 years"	"20"	"2021"	"2021"	"Oct., 2021"	"2021/10"	381	Not Applicable	Not Applicable
	"20 years"	"20"	"2021"	"2021"	"Nov., 2021"	"2021/11"	316	Not Applicable	Not Applicable
	"20 years"	"20"	"2021"	"2021"	"Dec., 2021"	"2021/12"	345	Not Applicable	Not Applicable
	"20 years"	"20"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	350	Not Applicable	Not Applicable
	"20 years"	"20"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	283	Not Applicable	Not Applicable
	"20 years"	"20"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	336	Not Applicable	Not Applicable
	"20 years"	"20"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	309	Not Applicable	Not Applicable
	"20 years"	"20"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	362	Not Applicable	Not Applicable
	"20 years"	"20"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	318	Not Applicable	Not Applicable
	"20 years"	"20"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	332	Not Applicable	Not Applicable
	"20 years"	"20"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	324	Not Applicable	Not Applicable
	"20 years"	"20"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	296	Not Applicable	Not Applicable
	"20 years"	"20"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	330	Not Applicable	Not Applicable
	"20 years"	"20"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	296	Not Applicable	Not Applicable
	"20 years"	"20"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	333	Not Applicable	Not Applicable
	"20 years"	"20"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	278	Not Applicable	Not Applicable
	"20 years"	"20"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	245	Not Applicable	Not Applicable
	"20 years"	"20"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	89	Not Applicable	Not Applicable
	"20 years"	"20"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"21 years"	"21"	"2018"	"2018"	"Jan., 2018"	"2018/01"	356	Not Applicable	Not Applicable
	"21 years"	"21"	"2018"	"2018"	"Feb., 2018"	"2018/02"	280	Not Applicable	Not Applicable
	"21 years"	"21"	"2018"	"2018"	"Mar., 2018"	"2018/03"	293	Not Applicable	Not Applicable
	"21 years"	"21"	"2018"	"2018"	"Apr., 2018"	"2018/04"	294	Not Applicable	Not Applicable
	"21 years"	"21"	"2018"	"2018"	"May, 2018"	"2018/05"	323	Not Applicable	Not Applicable
	"21 years"	"21"	"2018"	"2018"	"Jun., 2018"	"2018/06"	328	Not Applicable	Not Applicable
	"21 years"	"21"	"2018"	"2018"	"Jul., 2018"	"2018/07"	350	Not Applicable	Not Applicable
	"21 years"	"21"	"2018"	"2018"	"Aug., 2018"	"2018/08"	301	Not Applicable	Not Applicable
	"21 years"	"21"	"2018"	"2018"	"Sep., 2018"	"2018/09"	292	Not Applicable	Not Applicable
	"21 years"	"21"	"2018"	"2018"	"Oct., 2018"	"2018/10"	310	Not Applicable	Not Applicable
	"21 years"	"21"	"2018"	"2018"	"Nov., 2018"	"2018/11"	300	Not Applicable	Not Applicable
	"21 years"	"21"	"2018"	"2018"	"Dec., 2018"	"2018/12"	294	Not Applicable	Not Applicable
	"21 years"	"21"	"2019"	"2019"	"Jan., 2019"	"2019/01"	301	Not Applicable	Not Applicable
	"21 years"	"21"	"2019"	"2019"	"Feb., 2019"	"2019/02"	279	Not Applicable	Not Applicable
	"21 years"	"21"	"2019"	"2019"	"Mar., 2019"	"2019/03"	303	Not Applicable	Not Applicable
	"21 years"	"21"	"2019"	"2019"	"Apr., 2019"	"2019/04"	300	Not Applicable	Not Applicable
	"21 years"	"21"	"2019"	"2019"	"May, 2019"	"2019/05"	349	Not Applicable	Not Applicable
	"21 years"	"21"	"2019"	"2019"	"Jun., 2019"	"2019/06"	313	Not Applicable	Not Applicable
	"21 years"	"21"	"2019"	"2019"	"Jul., 2019"	"2019/07"	332	Not Applicable	Not Applicable
	"21 years"	"21"	"2019"	"2019"	"Aug., 2019"	"2019/08"	316	Not Applicable	Not Applicable
	"21 years"	"21"	"2019"	"2019"	"Sep., 2019"	"2019/09"	328	Not Applicable	Not Applicable
	"21 years"	"21"	"2019"	"2019"	"Oct., 2019"	"2019/10"	331	Not Applicable	Not Applicable
	"21 years"	"21"	"2019"	"2019"	"Nov., 2019"	"2019/11"	311	Not Applicable	Not Applicable
	"21 years"	"21"	"2019"	"2019"	"Dec., 2019"	"2019/12"	358	Not Applicable	Not Applicable
	"21 years"	"21"	"2020"	"2020"	"Jan., 2020"	"2020/01"	306	Not Applicable	Not Applicable
	"21 years"	"21"	"2020"	"2020"	"Feb., 2020"	"2020/02"	293	Not Applicable	Not Applicable
	"21 years"	"21"	"2020"	"2020"	"Mar., 2020"	"2020/03"	335	Not Applicable	Not Applicable
	"21 years"	"21"	"2020"	"2020"	"Apr., 2020"	"2020/04"	363	Not Applicable	Not Applicable
	"21 years"	"21"	"2020"	"2020"	"May, 2020"	"2020/05"	390	Not Applicable	Not Applicable
	"21 years"	"21"	"2020"	"2020"	"Jun., 2020"	"2020/06"	416	Not Applicable	Not Applicable
	"21 years"	"21"	"2020"	"2020"	"Jul., 2020"	"2020/07"	406	Not Applicable	Not Applicable
	"21 years"	"21"	"2020"	"2020"	"Aug., 2020"	"2020/08"	426	Not Applicable	Not Applicable
	"21 years"	"21"	"2020"	"2020"	"Sep., 2020"	"2020/09"	428	Not Applicable	Not Applicable
	"21 years"	"21"	"2020"	"2020"	"Oct., 2020"	"2020/10"	444	Not Applicable	Not Applicable
	"21 years"	"21"	"2020"	"2020"	"Nov., 2020"	"2020/11"	377	Not Applicable	Not Applicable
	"21 years"	"21"	"2020"	"2020"	"Dec., 2020"	"2020/12"	392	Not Applicable	Not Applicable
	"21 years"	"21"	"2021"	"2021"	"Jan., 2021"	"2021/01"	407	Not Applicable	Not Applicable
	"21 years"	"21"	"2021"	"2021"	"Feb., 2021"	"2021/02"	319	Not Applicable	Not Applicable
	"21 years"	"21"	"2021"	"2021"	"Mar., 2021"	"2021/03"	415	Not Applicable	Not Applicable
	"21 years"	"21"	"2021"	"2021"	"Apr., 2021"	"2021/04"	406	Not Applicable	Not Applicable
	"21 years"	"21"	"2021"	"2021"	"May, 2021"	"2021/05"	445	Not Applicable	Not Applicable
	"21 years"	"21"	"2021"	"2021"	"Jun., 2021"	"2021/06"	377	Not Applicable	Not Applicable
	"21 years"	"21"	"2021"	"2021"	"Jul., 2021"	"2021/07"	406	Not Applicable	Not Applicable
	"21 years"	"21"	"2021"	"2021"	"Aug., 2021"	"2021/08"	436	Not Applicable	Not Applicable
	"21 years"	"21"	"2021"	"2021"	"Sep., 2021"	"2021/09"	406	Not Applicable	Not Applicable
	"21 years"	"21"	"2021"	"2021"	"Oct., 2021"	"2021/10"	436	Not Applicable	Not Applicable
	"21 years"	"21"	"2021"	"2021"	"Nov., 2021"	"2021/11"	353	Not Applicable	Not Applicable
	"21 years"	"21"	"2021"	"2021"	"Dec., 2021"	"2021/12"	372	Not Applicable	Not Applicable
	"21 years"	"21"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	390	Not Applicable	Not Applicable
	"21 years"	"21"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	348	Not Applicable	Not Applicable
	"21 years"	"21"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	339	Not Applicable	Not Applicable
	"21 years"	"21"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	331	Not Applicable	Not Applicable
	"21 years"	"21"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	366	Not Applicable	Not Applicable
	"21 years"	"21"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	379	Not Applicable	Not Applicable
	"21 years"	"21"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	373	Not Applicable	Not Applicable
	"21 years"	"21"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	325	Not Applicable	Not Applicable
	"21 years"	"21"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	352	Not Applicable	Not Applicable
	"21 years"	"21"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	364	Not Applicable	Not Applicable
	"21 years"	"21"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	320	Not Applicable	Not Applicable
	"21 years"	"21"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	350	Not Applicable	Not Applicable
	"21 years"	"21"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	307	Not Applicable	Not Applicable
	"21 years"	"21"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	278	Not Applicable	Not Applicable
	"21 years"	"21"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	122	Not Applicable	Not Applicable
	"21 years"	"21"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"22 years"	"22"	"2018"	"2018"	"Jan., 2018"	"2018/01"	317	Not Applicable	Not Applicable
	"22 years"	"22"	"2018"	"2018"	"Feb., 2018"	"2018/02"	287	Not Applicable	Not Applicable
	"22 years"	"22"	"2018"	"2018"	"Mar., 2018"	"2018/03"	351	Not Applicable	Not Applicable
	"22 years"	"22"	"2018"	"2018"	"Apr., 2018"	"2018/04"	315	Not Applicable	Not Applicable
	"22 years"	"22"	"2018"	"2018"	"May, 2018"	"2018/05"	376	Not Applicable	Not Applicable
	"22 years"	"22"	"2018"	"2018"	"Jun., 2018"	"2018/06"	336	Not Applicable	Not Applicable
	"22 years"	"22"	"2018"	"2018"	"Jul., 2018"	"2018/07"	361	Not Applicable	Not Applicable
	"22 years"	"22"	"2018"	"2018"	"Aug., 2018"	"2018/08"	338	Not Applicable	Not Applicable
	"22 years"	"22"	"2018"	"2018"	"Sep., 2018"	"2018/09"	309	Not Applicable	Not Applicable
	"22 years"	"22"	"2018"	"2018"	"Oct., 2018"	"2018/10"	352	Not Applicable	Not Applicable
	"22 years"	"22"	"2018"	"2018"	"Nov., 2018"	"2018/11"	317	Not Applicable	Not Applicable
	"22 years"	"22"	"2018"	"2018"	"Dec., 2018"	"2018/12"	301	Not Applicable	Not Applicable
	"22 years"	"22"	"2019"	"2019"	"Jan., 2019"	"2019/01"	310	Not Applicable	Not Applicable
	"22 years"	"22"	"2019"	"2019"	"Feb., 2019"	"2019/02"	276	Not Applicable	Not Applicable
	"22 years"	"22"	"2019"	"2019"	"Mar., 2019"	"2019/03"	306	Not Applicable	Not Applicable
	"22 years"	"22"	"2019"	"2019"	"Apr., 2019"	"2019/04"	297	Not Applicable	Not Applicable
	"22 years"	"22"	"2019"	"2019"	"May, 2019"	"2019/05"	339	Not Applicable	Not Applicable
	"22 years"	"22"	"2019"	"2019"	"Jun., 2019"	"2019/06"	303	Not Applicable	Not Applicable
	"22 years"	"22"	"2019"	"2019"	"Jul., 2019"	"2019/07"	346	Not Applicable	Not Applicable
	"22 years"	"22"	"2019"	"2019"	"Aug., 2019"	"2019/08"	354	Not Applicable	Not Applicable
	"22 years"	"22"	"2019"	"2019"	"Sep., 2019"	"2019/09"	342	Not Applicable	Not Applicable
	"22 years"	"22"	"2019"	"2019"	"Oct., 2019"	"2019/10"	333	Not Applicable	Not Applicable
	"22 years"	"22"	"2019"	"2019"	"Nov., 2019"	"2019/11"	340	Not Applicable	Not Applicable
	"22 years"	"22"	"2019"	"2019"	"Dec., 2019"	"2019/12"	336	Not Applicable	Not Applicable
	"22 years"	"22"	"2020"	"2020"	"Jan., 2020"	"2020/01"	309	Not Applicable	Not Applicable
	"22 years"	"22"	"2020"	"2020"	"Feb., 2020"	"2020/02"	319	Not Applicable	Not Applicable
	"22 years"	"22"	"2020"	"2020"	"Mar., 2020"	"2020/03"	350	Not Applicable	Not Applicable
	"22 years"	"22"	"2020"	"2020"	"Apr., 2020"	"2020/04"	379	Not Applicable	Not Applicable
	"22 years"	"22"	"2020"	"2020"	"May, 2020"	"2020/05"	429	Not Applicable	Not Applicable
	"22 years"	"22"	"2020"	"2020"	"Jun., 2020"	"2020/06"	415	Not Applicable	Not Applicable
	"22 years"	"22"	"2020"	"2020"	"Jul., 2020"	"2020/07"	476	Not Applicable	Not Applicable
	"22 years"	"22"	"2020"	"2020"	"Aug., 2020"	"2020/08"	453	Not Applicable	Not Applicable
	"22 years"	"22"	"2020"	"2020"	"Sep., 2020"	"2020/09"	401	Not Applicable	Not Applicable
	"22 years"	"22"	"2020"	"2020"	"Oct., 2020"	"2020/10"	364	Not Applicable	Not Applicable
	"22 years"	"22"	"2020"	"2020"	"Nov., 2020"	"2020/11"	402	Not Applicable	Not Applicable
	"22 years"	"22"	"2020"	"2020"	"Dec., 2020"	"2020/12"	388	Not Applicable	Not Applicable
	"22 years"	"22"	"2021"	"2021"	"Jan., 2021"	"2021/01"	407	Not Applicable	Not Applicable
	"22 years"	"22"	"2021"	"2021"	"Feb., 2021"	"2021/02"	367	Not Applicable	Not Applicable
	"22 years"	"22"	"2021"	"2021"	"Mar., 2021"	"2021/03"	379	Not Applicable	Not Applicable
	"22 years"	"22"	"2021"	"2021"	"Apr., 2021"	"2021/04"	426	Not Applicable	Not Applicable
	"22 years"	"22"	"2021"	"2021"	"May, 2021"	"2021/05"	449	Not Applicable	Not Applicable
	"22 years"	"22"	"2021"	"2021"	"Jun., 2021"	"2021/06"	412	Not Applicable	Not Applicable
	"22 years"	"22"	"2021"	"2021"	"Jul., 2021"	"2021/07"	454	Not Applicable	Not Applicable
	"22 years"	"22"	"2021"	"2021"	"Aug., 2021"	"2021/08"	440	Not Applicable	Not Applicable
	"22 years"	"22"	"2021"	"2021"	"Sep., 2021"	"2021/09"	482	Not Applicable	Not Applicable
	"22 years"	"22"	"2021"	"2021"	"Oct., 2021"	"2021/10"	426	Not Applicable	Not Applicable
	"22 years"	"22"	"2021"	"2021"	"Nov., 2021"	"2021/11"	403	Not Applicable	Not Applicable
	"22 years"	"22"	"2021"	"2021"	"Dec., 2021"	"2021/12"	421	Not Applicable	Not Applicable
	"22 years"	"22"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	428	Not Applicable	Not Applicable
	"22 years"	"22"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	319	Not Applicable	Not Applicable
	"22 years"	"22"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	358	Not Applicable	Not Applicable
	"22 years"	"22"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	364	Not Applicable	Not Applicable
	"22 years"	"22"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	435	Not Applicable	Not Applicable
	"22 years"	"22"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	416	Not Applicable	Not Applicable
	"22 years"	"22"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	411	Not Applicable	Not Applicable
	"22 years"	"22"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	357	Not Applicable	Not Applicable
	"22 years"	"22"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	337	Not Applicable	Not Applicable
	"22 years"	"22"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	359	Not Applicable	Not Applicable
	"22 years"	"22"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	372	Not Applicable	Not Applicable
	"22 years"	"22"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	360	Not Applicable	Not Applicable
	"22 years"	"22"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	356	Not Applicable	Not Applicable
	"22 years"	"22"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	283	Not Applicable	Not Applicable
	"22 years"	"22"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	113	Not Applicable	Not Applicable
	"22 years"	"22"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"23 years"	"23"	"2018"	"2018"	"Jan., 2018"	"2018/01"	378	Not Applicable	Not Applicable
	"23 years"	"23"	"2018"	"2018"	"Feb., 2018"	"2018/02"	292	Not Applicable	Not Applicable
	"23 years"	"23"	"2018"	"2018"	"Mar., 2018"	"2018/03"	348	Not Applicable	Not Applicable
	"23 years"	"23"	"2018"	"2018"	"Apr., 2018"	"2018/04"	337	Not Applicable	Not Applicable
	"23 years"	"23"	"2018"	"2018"	"May, 2018"	"2018/05"	380	Not Applicable	Not Applicable
	"23 years"	"23"	"2018"	"2018"	"Jun., 2018"	"2018/06"	363	Not Applicable	Not Applicable
	"23 years"	"23"	"2018"	"2018"	"Jul., 2018"	"2018/07"	386	Not Applicable	Not Applicable
	"23 years"	"23"	"2018"	"2018"	"Aug., 2018"	"2018/08"	359	Not Applicable	Not Applicable
	"23 years"	"23"	"2018"	"2018"	"Sep., 2018"	"2018/09"	357	Not Applicable	Not Applicable
	"23 years"	"23"	"2018"	"2018"	"Oct., 2018"	"2018/10"	373	Not Applicable	Not Applicable
	"23 years"	"23"	"2018"	"2018"	"Nov., 2018"	"2018/11"	342	Not Applicable	Not Applicable
	"23 years"	"23"	"2018"	"2018"	"Dec., 2018"	"2018/12"	337	Not Applicable	Not Applicable
	"23 years"	"23"	"2019"	"2019"	"Jan., 2019"	"2019/01"	305	Not Applicable	Not Applicable
	"23 years"	"23"	"2019"	"2019"	"Feb., 2019"	"2019/02"	296	Not Applicable	Not Applicable
	"23 years"	"23"	"2019"	"2019"	"Mar., 2019"	"2019/03"	354	Not Applicable	Not Applicable
	"23 years"	"23"	"2019"	"2019"	"Apr., 2019"	"2019/04"	327	Not Applicable	Not Applicable
	"23 years"	"23"	"2019"	"2019"	"May, 2019"	"2019/05"	337	Not Applicable	Not Applicable
	"23 years"	"23"	"2019"	"2019"	"Jun., 2019"	"2019/06"	369	Not Applicable	Not Applicable
	"23 years"	"23"	"2019"	"2019"	"Jul., 2019"	"2019/07"	370	Not Applicable	Not Applicable
	"23 years"	"23"	"2019"	"2019"	"Aug., 2019"	"2019/08"	355	Not Applicable	Not Applicable
	"23 years"	"23"	"2019"	"2019"	"Sep., 2019"	"2019/09"	350	Not Applicable	Not Applicable
	"23 years"	"23"	"2019"	"2019"	"Oct., 2019"	"2019/10"	366	Not Applicable	Not Applicable
	"23 years"	"23"	"2019"	"2019"	"Nov., 2019"	"2019/11"	333	Not Applicable	Not Applicable
	"23 years"	"23"	"2019"	"2019"	"Dec., 2019"	"2019/12"	384	Not Applicable	Not Applicable
	"23 years"	"23"	"2020"	"2020"	"Jan., 2020"	"2020/01"	337	Not Applicable	Not Applicable
